"Index","VGSH.Adjusted","PZD.Adjusted","ICLN.Adjusted","PBW.Adjusted","QCLN.Adjusted","TAN.Adjusted","GEX.Adjusted","FAN.Adjusted","PBD.Adjusted","YLCO.Adjusted","SPYX.Adjusted","EFAX.Adjusted","EEMX.Adjusted","CRBN.Adjusted","LOWC.Adjusted","PHO.Adjusted","PIO.Adjusted","CGW.Adjusted","FIW.Adjusted","TBLU.Adjusted","EQLT.Adjusted","WIL.Adjusted","SHE.Adjusted","ESGE.Adjusted","ESGD.Adjusted","DSI.Adjusted","SUSA.Adjusted","ESGU.Adjusted","ESGG.Adjusted","XLK.Adjusted","ARKQ.Adjusted","BOTZ.Adjusted","XT.Adjusted","ROBO.Adjusted","XITK.Adjusted","SKYY.Adjusted","FINX.Adjusted","ARKW.Adjusted","ARKK.Adjusted","IPAY.Adjusted","PRNT.Adjusted"
"2017-02-15",58.675022,33.91716,8.253494,18.921349,16.434551,18.125584,53.668556,11.799446,10.602765,10.186495,54.7239,59.687298,54.044132,98.437103,74.68853,25.613451,21.272381,28.871561,40.850807,24.461168,31.207205,60.349998,57.584129,28.637014,55.409988,83.715256,93.830086,48.531654,78.45858,50.217915,23.546976,16.371063,28.222754,31.371717,61.535648,37.136341,15.743418,24.667738,22.160473,27.237909,22.542698
"2017-02-16",58.723331,33.946732,8.27247,18.825302,16.336206,17.989008,53.609665,11.865524,10.622059,10.186495,54.60812,59.687298,54.044132,98.514572,75.300049,25.553932,21.291809,28.86194,40.684116,24.461168,31.15855,60.349998,57.521729,28.781038,55.556202,83.55072,93.801079,48.531654,78.45858,50.334053,23.29327,16.361208,28.281343,31.331879,61.322823,37.205341,15.717495,24.507559,21.980648,27.163448,22.241741
"2017-02-17",58.752316,34.035412,8.281955,19.017397,16.464062,18.076807,53.334846,11.771129,10.641356,10.286901,54.752842,59.687298,54.044132,98.189384,75.258072,25.563852,21.214104,28.71763,40.556644,24.350267,31.100164,60.349998,57.557762,28.569799,55.457458,83.715256,93.975067,48.531654,78.45858,50.508255,23.379435,16.459768,28.31064,31.471312,61.342171,37.234924,15.753388,24.563839,22.13369,27.292515,22.29999
"2017-02-21",58.752316,34.242344,8.376823,19.545656,16.749279,18.496288,54.453758,11.799446,10.786071,10.399171,55.109829,59.687298,54.044132,98.734566,75.6931,25.792011,21.340374,29.006248,40.899837,24.728685,31.596445,60.349998,57.918102,28.932743,55.631207,84.295944,94.641953,48.531654,78.45858,50.769554,23.544104,16.504122,28.447363,31.760128,61.719452,37.491238,15.818197,24.823589,22.191084,27.491079,22.36795
"2017-02-22",58.771637,34.104393,8.310416,19.161469,16.532906,18.262159,53.933563,11.818327,10.708888,10.13173,55.072197,59.696743,54.044132,98.772812,75.641586,25.831694,21.340374,28.938904,41.037117,24.835695,31.333708,60.349998,57.882954,29.016277,55.609375,84.14109,94.603294,48.531654,78.45858,50.827625,23.542191,16.459768,28.447363,31.710333,61.748478,37.648968,15.856084,24.815796,22.165257,27.491079,22.290283
"2017-02-23",58.7813,34.291615,8.281955,19.161469,16.483732,18.486534,53.776524,11.638974,10.708888,10.396433,55.109829,60.240295,54.948517,99.124794,75.920151,25.722574,21.243242,28.88118,40.703728,24.728685,31.27532,61.470001,57.944469,29.021078,55.742294,84.112068,94.554977,48.531654,79.359528,50.817947,23.063496,16.523832,28.4083,31.620701,61.187389,37.530674,15.930863,24.693714,21.971085,27.649929,22.212616
"2017-02-24",58.839275,34.183224,8.20606,19.30554,16.621424,18.496288,53.403553,11.544577,10.651002,10.359921,55.074123,60.240295,54.948517,98.514572,75.414536,25.831694,21.223814,28.784973,40.76255,24.728685,31.24613,61.470001,57.997204,28.699421,55.267567,84.228195,94.883591,48.531654,79.359528,50.934086,22.977331,16.361208,28.398535,31.411554,61.139019,37.520821,15.899955,24.600204,21.865868,27.788923,22.086409
"2017-02-27",58.7813,34.429569,8.215548,19.30554,16.690269,18.632868,53.148365,11.487941,10.689593,10.359921,55.269985,60.204437,54.948517,98.495453,75.557632,26.010252,21.301521,28.900423,41.066544,24.8892,31.294785,61.419998,58.296028,28.584202,55.305546,84.266922,94.883591,49.761768,78.995316,50.905041,23.070198,16.38092,28.564548,31.471312,61.2938,37.451801,15.979719,24.654751,22.258038,27.868347,22.270868
"2017-02-28",58.742657,34.133949,8.168114,19.017397,16.395214,18.301182,52.93243,11.5257,10.679945,10.332538,55.051937,59.838291,54.948517,98.393105,75.375412,25.762251,21.272381,28.938904,40.684116,24.728685,31.139088,61.43,57.919861,28.584202,55.400494,83.986237,94.612961,49.761768,78.995316,50.663097,22.795427,16.351351,28.4083,31.242249,60.558582,37.274353,15.952799,24.459938,22.119343,27.630074,21.892242
"2017-03-01",58.664333,34.735046,8.253494,18.969374,16.483732,18.193871,53.678368,11.657853,10.718536,10.213878,55.910618,59.838291,54.948517,99.490158,75.375412,26.16897,21.554073,29.29487,41.507793,25.201471,31.615908,61.599998,58.709099,28.80024,55.723305,85.12825,95.811455,49.761768,78.995316,51.37925,23.178383,16.61648,28.701269,31.819885,61.477604,37.708126,15.977724,24.693714,22.473253,27.818708,22.144659
"2017-03-02",58.654663,34.380302,8.187087,19.113443,16.395214,17.998764,53.315216,11.591776,10.641356,10.15181,55.592228,59.876041,53.729977,98.799599,75.375412,25.881292,21.43751,29.121696,40.860615,24.948542,31.431017,61.599998,58.436638,28.405611,55.577091,84.53788,95.134895,49.761768,79.541626,51.040535,22.967756,16.489336,28.535254,31.541025,61.032608,37.471523,15.892975,24.529203,22.238907,27.68964,21.775743
"2017-03-03",58.654663,34.350739,8.225035,18.921349,16.267359,17.803654,53.128735,11.638974,10.631707,10.141769,55.630821,59.876041,53.729977,99.117134,75.934471,25.871372,21.476368,29.198662,40.870426,24.660591,31.489403,61.599998,58.357548,28.62549,55.799263,84.489517,95.154213,49.761768,79.501366,51.156666,22.737984,16.474554,28.603615,31.570904,60.761738,37.550388,15.875029,24.481583,22.191084,27.829628,21.756325
"2017-03-06",58.654663,34.17337,8.158627,18.777281,16.169006,17.764631,52.75576,11.591776,10.583468,10.177367,55.452328,60.253506,53.729977,98.944977,75.614868,25.722574,21.418081,29.092834,40.64489,24.614868,31.333708,61.599998,58.172104,28.608206,55.590382,84.247559,94.815933,49.761768,79.501366,51.079243,22.623096,16.400631,28.515724,31.411554,60.645649,37.501102,16.009628,24.55518,22.258038,27.669785,21.674776
"2017-03-07",58.645008,34.074833,8.177601,18.729254,16.119829,17.598791,52.520199,11.582335,10.564174,10.189234,55.283493,59.998722,53.729977,98.715424,75.443161,25.692812,21.37923,28.996628,40.615471,24.582767,31.207205,61.360001,57.786274,28.627409,55.485943,84.044296,94.593643,49.761768,79.167839,51.079243,22.584801,16.339523,28.369234,31.351799,60.713364,37.501102,16.011623,24.409718,22.234125,27.649929,21.698076
"2017-03-08",58.596645,34.005856,8.14914,18.729254,16.080492,17.540258,52.490753,11.5257,10.554525,10.122602,55.090527,60.172356,53.869923,98.304153,75.366829,25.51425,21.252956,28.727251,40.105576,24.32984,31.15855,60.945,57.724754,28.52179,55.315044,83.821716,94.400322,49.87709,79.024078,51.13731,22.661394,16.351351,28.339941,31.411554,60.916523,37.422222,16.017609,24.382013,22.228386,27.630074,21.688368
"2017-03-09",58.596645,33.996002,8.082732,18.633207,16.011646,17.491482,52.176674,11.50682,10.515935,10.08609,55.283493,60.178017,53.869923,98.238159,75.269524,25.34561,21.23353,28.70801,39.801594,24.397932,31.197475,60.929001,57.724754,28.243343,55.523926,83.831413,94.342346,49.829033,79.129494,51.127636,22.383749,16.336569,28.447363,31.292044,60.819782,37.501102,15.916904,24.390671,21.994997,27.602272,21.511677
"2017-03-10",58.596645,34.2719,8.101707,18.633207,16.080492,17.432949,52.42205,11.572898,10.544879,10.140857,55.601871,60.178017,53.869923,98.973671,75.523293,25.613451,21.418081,28.958147,40.321297,24.124575,31.285055,60.929001,57.988415,28.507387,55.959721,84.112068,94.699951,49.829033,79.541626,51.398613,22.450768,16.489336,28.632912,31.570904,61.168041,37.737698,15.916904,24.589813,22.200645,27.699568,21.763123
"2017-03-13",58.596645,34.281761,8.168114,18.729254,16.208345,17.579281,52.637981,11.601216,10.593116,10.195623,55.592228,60.178017,54.386845,99.164963,75.956406,25.732491,21.505505,29.14094,40.50761,24.310381,31.35317,60.929001,58.049942,28.910662,56.173347,84.247559,94.883591,49.829033,79.541626,51.446999,22.746601,16.745598,28.701269,31.730253,61.709782,37.806702,16.172148,24.754322,22.411079,27.649929,21.901951
"2017-03-14",58.596645,34.183224,8.12068,18.681231,16.129663,17.374414,52.647793,11.459622,10.544879,10.195623,55.331726,60.111958,54.415409,98.820641,75.672112,25.454731,21.350088,28.86194,40.16441,24.125547,31.15855,60.929001,57.812637,28.776236,55.750843,84.0056,94.632301,49.848255,79.541626,51.330868,22.737984,16.666748,28.559671,31.48127,61.429237,37.717983,16.162178,24.667738,22.363253,27.639999,21.756325
"2017-03-15",58.664333,34.636509,8.234522,18.873323,16.395214,17.647568,53.050213,11.601216,10.689593,10.332538,55.872021,60.772526,54.405884,100.025772,76.42292,25.920971,21.680344,29.29487,40.997902,24.320108,31.15855,61.691002,58.339966,29.414749,56.511349,84.799194,95.540825,49.848255,79.963333,51.679264,23.073071,16.81459,28.877048,31.879639,61.932274,38.003868,16.222002,24.858223,22.568903,27.858419,21.897097
"2017-03-16",58.645008,34.616798,8.291442,19.113443,16.503403,17.891455,53.580223,11.676733,10.728184,10.422902,55.727299,61.385914,55.786263,100.150108,76.628036,25.732491,21.61235,29.371834,40.76255,24.485487,31.508867,61.691002,58.085094,29.645666,56.80378,84.702415,95.415176,49.848255,79.963333,51.708302,23.18317,16.873728,28.867285,31.899559,62.222496,38.201038,16.356604,24.996758,22.688467,28.027197,22.133009
"2017-03-17",58.683662,34.853287,8.262981,19.079718,16.493567,17.520746,53.796154,11.752249,10.737831,10.442071,55.745705,61.599926,56.015678,99.977943,76.692902,25.891212,21.7192,29.516144,41.046925,24.636272,31.479671,61.691002,58.04361,29.597179,57.014557,84.683052,95.453827,49.848255,80.365891,51.820023,23.394753,17.02157,28.92588,32.098743,62.203152,38.161602,16.341648,24.970781,22.681772,28.067904,22.105825
"2017-03-20",58.712677,34.715332,8.234522,19.031536,16.424721,17.423193,53.472256,11.771129,10.766773,10.277773,55.425079,61.599926,55.786263,99.93013,76.659523,25.722574,21.738626,29.496901,40.772369,24.500078,31.392092,61.689999,57.888294,29.861225,56.919617,84.518539,95.444176,49.848255,80.20237,51.868591,23.379435,17.042269,28.94541,32.098743,62.106407,38.171467,16.231972,24.969917,22.669338,27.878277,22.026217
"2017-03-21",58.75135,34.2719,8.073247,18.453362,15.962465,17.081753,52.500572,11.714491,10.622059,10.341667,54.873928,61.552578,55.872295,98.92585,76.659523,25.454731,21.748343,29.400696,40.105576,24.417389,30.925009,61.689999,57.108135,29.588537,56.73922,83.531372,94.303673,49.559952,80.53904,51.110828,22.747557,16.883583,28.457129,31.640617,60.539242,37.530674,15.907931,24.360367,22.037083,27.431509,21.610703
"2017-03-22",58.75135,34.242344,8.044785,18.597904,16.041145,16.984198,52.323898,11.761689,10.622059,10.223006,54.990158,61.552578,53.788433,99.126701,75.929695,25.484491,21.738626,29.525764,40.223244,24.222826,30.944468,61.689999,57.293468,29.697998,56.672756,83.628166,94.641953,49.559952,80.53904,51.431423,22.743729,16.883583,28.584084,31.60078,60.519894,37.708126,15.843123,24.285902,22.018909,27.470228,21.406828
"2017-03-23",58.761024,34.390152,8.044785,18.646088,16.050007,16.8964,52.863728,11.787271,10.660649,10.291462,54.729599,61.552578,55.862732,99.069328,76.292221,25.494413,21.758053,29.60273,40.275585,24.310381,30.954201,61.169998,57.275822,29.746004,56.729729,83.531372,94.429337,49.771378,80.53904,51.29541,22.9151,16.982143,28.613377,31.730253,60.781086,37.761406,15.992681,24.420975,22.023691,27.540718,21.649534
"2017-03-24",58.741695,34.528111,8.06376,18.646088,16.128782,16.867134,53.197437,11.796747,10.660649,10.341667,54.873928,61.978714,56.053917,99.098015,76.292221,25.415054,21.796911,29.641212,40.265709,24.257849,30.96393,61,57.275822,29.846821,56.967091,83.479912,94.343025,50.081787,79.660843,51.33427,22.986906,17.048182,28.759867,31.770088,60.694023,37.721935,16.062475,24.441753,22.152821,27.518877,21.649534
"2017-03-27",58.761024,34.715332,8.044785,18.790632,16.168169,16.867134,53.491886,11.806223,10.670299,10.337102,54.757683,61.978714,55.900967,99.423203,76.292221,25.355534,21.864902,29.698936,40.216328,24.257849,30.720655,60.52,57.187569,29.76041,57.06773,83.392517,94.255775,50.081787,79.660843,51.33427,23.101791,17.070848,28.837992,31.799967,61.06163,37.751537,16.032562,24.584618,22.411079,27.53079,21.743704
"2017-03-28",58.722347,34.725185,8.111193,18.983355,16.345407,16.935423,53.884487,11.900975,10.737831,10.341667,55.242008,62.78363,56.130383,100.025772,76.526901,25.553932,21.942608,29.814383,40.571877,24.354158,30.720655,60,57.469971,29.835783,57.290848,83.926544,95.002357,50.081787,79.660843,51.703442,23.254974,17.179268,28.94541,31.999151,61.264782,38.047546,16.132267,24.745665,22.568903,27.709497,21.833994
"2017-03-29",58.770699,34.823727,8.139654,19.127899,16.384796,16.915911,53.894302,11.8915,10.708888,10.359921,55.28075,61.848984,56.092148,99.977943,76.600365,25.583693,21.971748,29.795143,40.631126,24.47576,31.265593,60,57.434669,29.813215,57.062031,84.091599,95.176895,50.081787,80.106201,51.790886,23.423473,17.184196,28.99424,32.04895,61.845215,38.175819,16.142239,24.888527,22.755424,27.719425,21.975733
"2017-03-30",58.761024,35.030659,8.06376,19.176081,16.483263,16.876888,54.031715,11.796747,10.708888,10.387304,55.445423,61.789318,55.676334,100.006638,76.654739,25.801931,21.884327,29.766281,40.957043,24.510777,31.27532,60,57.646477,29.654789,57.109505,84.324615,95.419304,50.004429,80.356293,51.888027,23.541233,17.129986,29.004005,32.13858,61.825867,38.165955,16.21203,24.872076,22.812815,27.788923,22.066992
"2017-03-31",58.780369,35.030659,8.12068,19.272442,16.502956,16.85738,54.188751,11.938877,10.786071,10.478581,55.290447,61.789318,55.566406,100.073586,76.654739,25.821774,21.874613,29.891348,41.154575,24.796782,31.401825,60,57.628826,29.42915,57.05254,84.237244,95.26416,50.004429,80.077332,51.790886,23.618782,17.113234,29.004005,32.068867,61.845215,38.175819,16.231972,25.031391,22.91803,27.838564,22.144659
"2017-04-03",58.807461,34.636509,8.111193,19.127899,16.443876,16.837868,54.090607,11.910451,10.718536,10.44116,55.174202,61.410538,55.63332,99.738831,76.129089,25.672972,21.855186,29.852867,40.87804,24.621677,31.197475,60.970001,57.14344,29.453152,56.824669,84.033348,94.934502,49.869041,80.125435,51.742302,23.685797,17.073807,28.955179,31.969273,61.409889,38.027817,16.100363,25.178583,22.984987,27.570503,21.931076
"2017-04-04",58.788101,34.666061,8.14914,18.983355,16.227249,16.935423,54.326164,11.900975,10.660649,10.314283,55.232327,61.233456,55.62376,99.633621,76.308434,25.653131,21.874613,29.862488,40.927422,24.621677,31.080702,61.080002,57.205223,29.528528,56.957596,84.081871,94.982979,49.869041,80.125435,51.781158,23.532616,16.981159,28.92588,31.780046,61.19706,38.027817,16.102356,25.040049,22.889336,27.37492,21.867002
"2017-04-05",58.817131,34.498547,8.06376,19.176081,16.040163,16.789089,54.120049,11.863075,10.660649,10.478581,55.174202,61.221142,55.776703,99.356247,76.454399,25.633291,21.864902,29.872107,40.78915,24.621677,31.022316,60.98,57.081661,29.501163,56.663265,83.771187,94.633904,49.869041,80.125435,51.567429,23.360285,16.982143,28.769629,31.630659,60.945541,37.850208,16.052504,25.143084,22.626295,27.352083,21.688368
"2017-04-06",58.807461,34.735046,8.06376,19.368805,16.148476,16.818357,54.061161,11.900975,10.679945,10.459414,55.077339,61.221142,55.464123,99.595367,76.187286,25.722574,21.826044,29.958693,41.055809,24.535101,31.100164,60.98,57.116966,29.405146,56.577812,84.052757,94.915092,49.896114,80.125435,51.577145,23.542191,16.863873,28.769629,31.770088,61.187389,37.869942,16.064468,25.10845,22.73247,27.426544,21.822344
"2017-04-07",58.759071,34.725185,8.06376,19.272442,16.246943,16.779337,54.286903,11.957828,10.651002,10.496838,55.136425,60.823421,55.464123,99.499725,76.197777,25.742413,21.913469,30.026037,41.055809,24.638214,31.109894,60.98,57.302296,29.352337,56.573063,83.955666,94.876312,49.896114,79.721428,51.548004,23.609207,16.952578,28.78916,31.780046,61.264782,37.761406,16.112326,25.184645,22.902725,27.431509,21.843702
"2017-04-10",58.788101,34.764599,8.12068,19.802433,16.404488,17.081753,54.807102,11.900975,10.708888,10.581725,55.13546,60.823421,55.311184,99.423203,76.254059,25.831694,21.884327,29.997175,41.075565,24.500078,31.16828,60.98,57.311123,29.160303,56.557869,84.081871,94.953888,49.896114,79.586761,51.450848,23.695372,16.873728,28.78916,31.790007,61.651737,37.791004,16.202061,25.25651,23.039507,27.421581,21.911659
"2017-04-11",58.817131,34.882854,8.111193,20.043341,16.39464,17.071997,54.924877,12.033629,10.699242,10.661135,54.980469,60.823421,55.311184,99.461456,76.158661,25.950731,21.923178,30.112621,41.253342,24.787058,31.129356,60.900002,57.209625,29.169905,56.777195,84.043053,94.789055,49.896114,79.586761,51.256542,23.688671,16.834303,28.711037,31.730253,61.510498,37.781139,16.192089,25.25651,22.982117,27.451365,21.85438
"2017-04-12",58.855839,34.784309,8.09222,19.561527,16.118937,17.062241,54.659874,11.976778,10.747478,10.68578,54.786751,60.823421,55.311184,99.380157,76.06517,25.613451,21.952322,30.141485,40.78915,24.510777,31.070972,60.900002,57.081661,29.299526,56.938606,83.712944,94.653297,49.896114,79.37513,51.08168,23.474215,16.755453,28.711037,31.441433,61.129345,37.593666,16.149218,25.109316,22.780293,27.381868,21.688368
"2017-04-13",58.923592,34.488693,8.025813,19.320623,16.040163,16.886644,54.296719,11.882025,10.708888,10.679389,54.583328,60.946526,55.776703,98.954536,76.06517,25.415054,21.83576,29.910591,40.344719,24.310381,31.070972,60.900002,56.896336,29.198709,56.4221,83.178917,94.04245,49.607944,79.307823,50.877663,23.36986,16.676605,28.564548,31.122736,60.597279,37.465393,16.123293,24.970781,22.812815,27.153521,21.581575
"2017-04-17",58.884872,34.863144,8.139654,19.51335,16.13863,17.00371,54.807102,12.014679,10.766773,10.724116,55.019218,60.946526,57.592911,99.509285,76.187286,25.672972,22.049454,30.179968,40.996552,24.448519,31.100164,60.900002,57.04636,29.448353,56.682251,83.955666,94.8666,49.607944,79.355911,51.343987,23.52113,16.785023,28.7208,31.331879,60.945541,37.84034,16.146227,25.152607,22.9429,27.398745,21.752443
"2017-04-18",58.923592,34.823727,8.06376,19.51335,16.187864,16.964687,54.53228,11.853599,10.699242,10.76154,54.932041,60.86129,57.592911,99.164963,75.958313,25.663055,21.971748,30.141485,40.996552,24.592495,31.061241,60.619999,57.090496,29.208311,56.501854,83.800323,94.566032,49.607944,79.355911,51.33427,23.858128,16.706173,28.711037,31.381678,61.100323,37.781139,16.247925,25.325777,23.109333,27.486113,21.836905
"2017-04-19",58.904228,35.040516,8.016325,19.561527,16.227249,16.779337,54.571537,11.825172,10.689593,10.715901,54.806122,61.81773,57.592911,98.820641,75.634911,25.702732,21.903755,30.006796,40.986679,24.622652,31.002855,60.619999,57.121372,29.107492,56.34045,83.615845,94.372108,49.607944,79.200089,51.29541,24.027586,16.952578,28.662209,31.568911,61.671085,37.771271,16.247925,25.446993,23.243244,27.520863,21.843702
"2017-04-20",58.884872,35.247448,8.035299,19.561527,16.355259,16.701292,54.993587,11.825172,10.766773,10.623711,55.22263,61.81773,57.592911,99.691017,76.072792,25.911055,21.913469,30.170347,41.381737,24.748144,31.323975,60.619999,57.761208,29.379702,56.786694,84.276077,95.167198,49.607944,79.596382,51.76173,24.389481,17.02157,28.99424,31.92944,62.328911,38.037678,16.3915,25.703281,23.482372,28.017271,22.114561
"2017-04-21",58.923592,35.286861,7.997352,19.51335,16.256788,16.623249,54.777657,11.796747,10.737831,10.615498,55.051186,61.83667,57.592911,99.691017,76.206352,25.950731,21.942608,30.295416,41.411362,24.814293,31.197475,60.619999,57.611179,29.352337,56.767704,84.072174,95.050842,49.607944,79.596382,51.654865,24.22768,16.982143,28.891701,31.849764,62.386951,37.87981,16.491205,25.620161,23.281506,27.848492,22.047575
"2017-04-24",58.884872,36.213127,8.09222,19.946978,16.591576,16.837868,55.670826,12.099957,10.892194,10.656571,55.619785,63.446503,57.592911,101.135254,77.250046,26.238415,22.399139,30.680241,41.954556,25.154776,31.635365,60.830002,58.228943,29.731602,58.163399,84.858627,96.030159,49.607944,80.76989,52.266911,24.547447,17.307398,29.472757,32.347725,63.054455,38.383034,16.750437,25.914545,23.606718,28.146338,22.599977
"2017-04-25",58.826817,36.331375,8.12068,20.139702,16.699888,17.013466,56.240093,12.223135,10.959726,10.715901,56.01693,63.446503,57.592911,101.76651,77.933121,26.625292,22.515699,31.016966,42.329861,25.154776,31.67429,60.830002,58.626076,30.013411,58.674198,85.567398,96.786446,50.511143,80.76989,52.538937,24.930405,17.291628,29.746193,32.746101,64.012161,38.600101,16.891022,26.260881,23.931934,28.28533,22.946564
"2017-04-26",58.846176,36.43977,8.082732,20.284245,16.650656,17.111019,56.298985,12.223135,10.950079,10.715901,55.891968,63.446503,57.019375,101.709122,77.923576,26.694733,22.428278,30.988102,42.507629,25.555571,31.985682,61.18,58.634903,29.894831,58.600147,85.470306,96.699188,50.511143,81.375885,52.480648,25.121881,17.445385,29.726665,32.955242,64.17662,38.679054,16.860113,26.297247,24.228453,28.283346,23.11549
"2017-04-27",58.875198,36.508747,8.044785,20.380608,16.749121,17.111019,56.151756,12.365266,10.988669,10.767015,56.113792,63.446503,57.353931,101.642174,77.748993,26.724491,22.564266,31.026585,42.359489,25.477747,31.985682,62.790001,58.661385,29.832422,58.619137,85.596519,96.902802,50.511143,81.38549,52.694378,25.351654,17.51832,29.824322,33.054832,64.708687,38.600101,17.129318,26.633192,24.467581,28.305187,23.102871
"2017-04-28",58.875198,36.656555,8.044785,20.043341,16.552187,17.071997,56.210648,12.384215,10.969375,10.779795,55.917152,63.988159,56.617893,101.316978,77.675529,26.506252,22.564266,30.891895,41.994068,25.088627,31.703485,60.540001,58.387798,29.918835,58.533684,85.499435,96.689484,50.511143,81.38549,52.830383,25.371759,17.701643,29.775492,32.995083,64.360428,38.846779,17.049555,26.234905,24.075411,28.116552,23.309656
"2017-05-01",58.83839,36.78466,8.111193,20.139702,16.611269,17.032974,56.465839,12.431591,11.017612,10.76154,56.084736,63.651997,56.617893,101.651741,77.933121,26.486414,22.525414,30.872654,41.776783,24.928114,31.810526,60.540001,58.378971,30.024456,58.780537,85.683914,96.805832,50.511143,81.347023,53.228699,25.696316,17.731213,30.146591,33.214184,64.844116,39.093464,17.184155,26.75441,24.591927,28.28533,23.542656
"2017-05-02",58.867447,36.725533,8.20606,19.995159,16.581728,17.237841,56.416763,12.535819,11.046556,10.76154,56.113792,63.651997,57.353931,101.909988,77.933121,26.377293,22.593407,30.911139,41.816296,24.86488,31.722946,60.540001,58.387798,30.158876,58.960938,85.547974,96.767052,50.594307,81.347023,53.345284,25.591002,17.701643,29.951273,33.273937,65.076294,39.211872,17.229023,26.719776,24.563231,28.3449,23.480522
"2017-05-03",58.83839,36.617138,8.177601,19.946978,16.502956,17.306128,56.495285,12.450542,11.02726,10.679389,56.084736,63.995747,58.682632,101.785637,77.933121,26.307852,22.583693,30.824553,41.559509,24.743279,31.722946,60.330002,58.423096,30.053259,58.894474,85.51886,96.534355,50.594307,81.347023,53.248138,25.517282,17.691788,29.871195,33.214184,64.786079,38.787586,17.049555,26.477341,24.477146,28.056982,23.562073
"2017-05-04",58.819031,36.833927,8.14914,19.465166,16.414335,17.101263,56.200832,12.545296,10.998318,10.588113,56.191284,64.308235,58.148293,101.890854,77.971283,26.327694,22.933378,31.016966,41.470615,25.779314,31.713217,60.330002,58.387798,29.808418,59.378696,85.57711,96.747658,50.594307,81.933784,53.209274,25.380377,17.731213,30.068462,33.254017,65.134338,38.827057,17.302803,26.498985,24.39106,28.40447,23.542656
"2017-05-05",58.809345,37.257641,8.291442,20.09152,16.788509,17.432949,57.17252,12.715851,11.162327,10.749588,56.278461,64.308235,58.148293,102.541245,77.971283,26.585611,23.011084,31.267101,41.865673,25.779314,31.820257,60.330002,58.555477,29.990849,59.989189,85.897514,97.087021,50.594307,81.933784,53.40358,25.705889,17.879053,30.302841,33.473125,65.84053,39.172394,17.358639,26.77952,24.639751,28.497793,23.785364
"2017-05-08",58.809345,37.1591,8.14914,20.139702,16.857433,17.403681,56.828995,12.573723,11.123738,10.721908,56.249405,65.269409,56.952457,102.665581,78.438751,26.526091,22.952803,31.132414,41.618759,25.779314,31.839718,60.330002,58.492821,30.053259,59.587574,85.742157,97.174294,50.807056,82.069405,53.636734,25.769077,17.908623,30.078228,33.512962,66.024338,39.271069,17.308788,26.884283,24.572796,28.553391,24.018364
"2017-05-09",58.770603,37.050709,8.244008,20.139702,17.054365,17.579281,57.231415,12.564247,11.181623,10.694226,56.25909,64.440819,57.812763,102.684708,78.371971,26.446733,22.94309,31.045826,41.628643,24.715069,31.95649,60.330002,58.493702,30.278896,59.369198,85.722748,97.1549,50.807056,82.241585,53.704739,26.117567,17.852444,30.263775,33.582676,66.343575,39.152664,17.288847,27.447081,25.127575,28.553391,23.92128
"2017-05-10",58.770603,37.228077,8.253494,20.139702,17.16268,17.754877,57.633831,12.545296,11.210565,10.74036,56.414078,64.260895,57.956154,102.742088,78.448296,26.436815,22.981945,31.065067,41.628643,24.709229,31.95649,60.330002,58.590775,30.379715,59.42617,85.790718,97.261559,50.807056,82.241585,53.90876,26.749443,17.83963,30.341902,33.791821,66.838882,39.271069,17.388552,27.628906,25.365746,28.682457,24.265924
"2017-05-11",58.799648,37.099983,8.177601,19.995159,17.093752,17.735367,57.476788,12.526346,11.152681,10.620408,56.190319,65.226784,60.183395,102.42646,78.448296,26.387211,22.875095,31.016966,41.44099,24.47576,32.112186,60.18,58.396622,30.547749,59.259068,85.547974,97.096718,50.700672,82.241585,53.840748,27.111336,17.76078,30.263775,33.811741,66.415169,39.123066,17.293831,27.66354,25.41357,28.543463,24.342621
"2017-05-12",58.867447,37.011299,8.225035,19.850613,16.926363,17.696344,57.427711,12.592671,11.152681,10.731134,56.084736,65.226784,59.925301,102.235176,78.448296,26.228491,22.884808,31.007343,41.253342,24.563313,32.06353,60.099998,58.193645,30.638964,59.549599,85.246994,96.815529,50.700672,82.270439,53.976765,27.20899,17.829773,30.439558,33.881454,66.415169,39.142796,17.27688,27.724148,25.549397,28.493822,24.44553
"2017-05-15",58.867447,37.326622,8.319903,19.946978,17.093752,17.891455,57.967541,12.649524,11.229862,10.814178,56.423756,65.009003,60.403248,102.968773,78.839424,26.426889,23.040222,31.170895,41.628643,24.71896,31.878641,60.306,58.520176,30.891005,59.767971,85.761581,97.44577,50.870872,82.414719,54.277924,27.218563,17.918478,30.654402,34.190197,67.078789,39.438812,17.468315,28.001215,25.778002,28.742025,24.591152
"2017-05-16",58.867447,37.553257,8.281955,19.898796,17.054365,17.754877,57.751606,12.725328,11.220214,10.814178,56.423756,65.236267,60.403248,103.411613,79.032143,26.466574,22.020315,31.190134,41.687897,24.689775,31.86891,60.306,58.3172,30.930855,60.223705,85.878098,97.455482,50.870872,82.74176,54.530518,27.496204,17.987471,30.849716,34.349545,67.87011,39.606556,17.58098,28.113775,25.897568,28.7321,25.007641
